"truth_kernel","rep","n_fit","converged","hit_max","inla_failure","degenerate","min_sd","B","one_minus_B","ta","tau","fit_result"
"OU truth",57,2231,TRUE,FALSE,FALSE,FALSE,0.0079140183941009,0.999898505557055,0.000101494442944938,117.685792086572,0.0119456663291101,"Converged"
"OU truth",58,2349,TRUE,FALSE,FALSE,FALSE,0.00773389330205554,0.999888218861985,0.000111781138015132,118.887866430308,0.0132909066784447,"Converged"
"OU truth",59,2233,TRUE,FALSE,FALSE,FALSE,0.00810295736141689,0.999820937600486,0.000179062399514041,72.406292157354,0.012967566417169,"Converged"
"OU truth",60,2864,TRUE,FALSE,FALSE,FALSE,0.0071515281457908,0.999927895750836,7.2104249163707e-05,170.39853829628,0.0122873446322054,"Converged"
"OU truth",61,4209,TRUE,FALSE,FALSE,FALSE,0.00574338850285604,0.999914671342262,8.53286577381374e-05,128.300569283414,0.0109486495975668,"Converged"
"OU truth",62,2865,TRUE,FALSE,FALSE,FALSE,0.0065585023593498,0.999761940921216,0.000238059078783825,62.5966909007875,0.0149052589029608,"Converged"
"OU truth",63,3637,TRUE,FALSE,FALSE,FALSE,0.00609491438054344,0.9999259376704,7.40623296003884e-05,141.271423180334,0.0104636656701535,"Converged"
"OU truth",64,2565,TRUE,FALSE,FALSE,FALSE,0.00680492941195441,0.999861980117816,0.000138019882184315,90.9841726175203,0.0125593582264502,"Converged"
"OU truth",65,2411,TRUE,FALSE,FALSE,FALSE,0.00762033119468102,0.999921526223815,7.84737761846399e-05,127.112652774339,0.00997579270217313,"Converged"
"OU truth",66,2531,TRUE,FALSE,FALSE,FALSE,0.00747187782737443,0.999921108895048,7.88911049518504e-05,131.713818485059,0.0103918685037026,"Converged"
"OU truth",67,1966,TRUE,FALSE,FALSE,FALSE,0.00818453652845996,0.999832179827558,0.000167820172441546,76.6690304241064,0.012868769545824,"Converged"
"OU truth",68,1990,TRUE,FALSE,FALSE,FALSE,0.00823767720994415,0.999906577302983,9.34226970173979e-05,133.517198350434,0.0124747021884274,"Converged"
"OU truth",69,2289,TRUE,FALSE,FALSE,FALSE,0.00784431589694769,0.999880705468321,0.000119294531679359,94.1310372314991,0.0112306577590818,"Converged"
"OU truth",70,2893,TRUE,FALSE,FALSE,FALSE,0.00677811690850587,0.99982108019107,0.000178919808929479,73.869463631341,0.0132190754731005,"Converged"
"OU truth",71,2937,TRUE,FALSE,FALSE,FALSE,0.00685273528484653,0.999882957150588,0.000117042849411719,113.536837403385,0.013290230489333,"Converged"
"OU truth",72,1999,TRUE,FALSE,FALSE,FALSE,0.00839024383077871,0.999891764180479,0.000108235819521352,120.017676948049,0.0129916177799182,"Converged"
"OU truth",73,1970,TRUE,FALSE,FALSE,FALSE,0.00837013595771757,0.999888747750196,0.000111252249803573,81.176411327857,0.00903206322855888,"Converged"
"OU truth",74,2545,TRUE,FALSE,FALSE,FALSE,0.00767703759977031,0.999888646395391,0.000111353604608566,96.1970292438311,0.0107130788988881,"Converged"
"OU truth",75,2328,TRUE,FALSE,FALSE,FALSE,0.0078138744361432,0.999871934434505,0.000128065565495383,80.0398551523445,0.0102516621971701,"Converged"
"OU truth",76,6723,TRUE,FALSE,FALSE,FALSE,0.00435989370380569,0.999895263131598,0.000104736868401845,111.672936534658,0.0116974988172723,"Converged"
"OU truth",77,1576,TRUE,FALSE,FALSE,FALSE,0.00901232065442301,0.999856532629846,0.000143467370153694,76.580238301305,0.0109883418633409,"Converged"
"OU truth",78,3992,TRUE,FALSE,FALSE,FALSE,0.00580991918546522,0.999877433445158,0.00012256655484244,106.805255075223,0.0130923568387106,"Converged"
"OU truth",79,2255,TRUE,FALSE,FALSE,FALSE,0.00762845329285157,0.999940949225784,5.90507742164181e-05,199.936281564884,0.0118070894381307,"Converged"
"OU truth",80,1726,TRUE,FALSE,FALSE,FALSE,0.008758664574674,0.999907856146645,9.21438533554308e-05,132.761092173907,0.0122342459191412,"Converged"
"OU truth",81,3065,TRUE,FALSE,FALSE,FALSE,0.006927595446618,0.999850816231317,0.000149183768682559,81.9586793506739,0.0122287289896559,"Converged"
