"truth_form","rep","catalogue_seed","fitted_form","fit_seed"
"rate_state",57,3057,"mse",1000770
"rate_state",57,3057,"rate_state",1000771
"rate_state",58,3058,"ou",1000772
"rate_state",58,3058,"mse",1000773
"rate_state",58,3058,"rate_state",1000774
"rate_state",59,3059,"ou",1000775
"rate_state",59,3059,"mse",1000776
"rate_state",59,3059,"rate_state",1000777
"rate_state",60,3060,"ou",1000778
"rate_state",60,3060,"mse",1000779
"rate_state",60,3060,"rate_state",1000780
"rate_state",61,3061,"ou",1000781
"rate_state",61,3061,"mse",1000782
"rate_state",61,3061,"rate_state",1000783
"rate_state",62,3062,"ou",1000784
"rate_state",62,3062,"mse",1000785
"rate_state",62,3062,"rate_state",1000786
"rate_state",63,3063,"ou",1000787
"rate_state",63,3063,"mse",1000788
"rate_state",63,3063,"rate_state",1000789
"rate_state",64,3064,"ou",1000790
"rate_state",64,3064,"mse",1000791
"rate_state",64,3064,"rate_state",1000792
"rate_state",65,3065,"ou",1000793
"rate_state",65,3065,"mse",1000794
"rate_state",65,3065,"rate_state",1000795
"rate_state",66,3066,"ou",1000796
"rate_state",66,3066,"mse",1000797
"rate_state",66,3066,"rate_state",1000798
"rate_state",67,3067,"ou",1000799
"rate_state",67,3067,"mse",1000800
"rate_state",67,3067,"rate_state",1000801
"rate_state",68,3068,"ou",1000802
"rate_state",68,3068,"mse",1000803
"rate_state",68,3068,"rate_state",1000804
"rate_state",69,3069,"ou",1000805
"rate_state",69,3069,"mse",1000806
"rate_state",69,3069,"rate_state",1000807
"rate_state",70,3070,"ou",1000808
"rate_state",70,3070,"mse",1000809
"rate_state",70,3070,"rate_state",1000810
"rate_state",71,3071,"ou",1000811
"rate_state",71,3071,"mse",1000812
"rate_state",71,3071,"rate_state",1000813
"rate_state",72,3072,"ou",1000814
"rate_state",72,3072,"mse",1000815
"rate_state",72,3072,"rate_state",1000816
"rate_state",73,3073,"ou",1000817
"rate_state",73,3073,"mse",1000818
"rate_state",73,3073,"rate_state",1000819
"rate_state",74,3074,"ou",1000820
"rate_state",74,3074,"mse",1000821
"rate_state",74,3074,"rate_state",1000822
"rate_state",75,3075,"ou",1000823
"rate_state",75,3075,"mse",1000824
"rate_state",75,3075,"rate_state",1000825
"rate_state",76,3076,"ou",1000826
"rate_state",76,3076,"mse",1000827
"rate_state",76,3076,"rate_state",1000828
"rate_state",77,3077,"ou",1000829
"rate_state",77,3077,"mse",1000830
"rate_state",77,3077,"rate_state",1000831
"rate_state",78,3078,"ou",1000832
"rate_state",78,3078,"mse",1000833
"rate_state",78,3078,"rate_state",1000834
"rate_state",79,3079,"ou",1000835
"rate_state",79,3079,"mse",1000836
"rate_state",79,3079,"rate_state",1000837
"rate_state",80,3080,"ou",1000838
"rate_state",80,3080,"mse",1000839
"rate_state",80,3080,"rate_state",1000840
"rate_state",81,3081,"ou",1000841
"rate_state",81,3081,"mse",1000842
"rate_state",81,3081,"rate_state",1000843
"rate_state",82,3082,"ou",1000844
"rate_state",82,3082,"mse",1000845
"rate_state",82,3082,"rate_state",1000846
"rate_state",83,3083,"ou",1000847
"rate_state",83,3083,"mse",1000848
"rate_state",83,3083,"rate_state",1000849
"rate_state",84,3084,"ou",1000850
"rate_state",84,3084,"mse",1000851
"rate_state",84,3084,"rate_state",1000852
"rate_state",85,3085,"ou",1000853
"rate_state",85,3085,"mse",1000854
"rate_state",85,3085,"rate_state",1000855
"rate_state",86,3086,"ou",1000856
"rate_state",86,3086,"mse",1000857
"rate_state",86,3086,"rate_state",1000858
"rate_state",87,3087,"ou",1000859
"rate_state",87,3087,"mse",1000860
"rate_state",87,3087,"rate_state",1000861
"rate_state",88,3088,"ou",1000862
"rate_state",88,3088,"mse",1000863
"rate_state",88,3088,"rate_state",1000864
"rate_state",89,3089,"ou",1000865
"rate_state",89,3089,"mse",1000866
"rate_state",89,3089,"rate_state",1000867
"rate_state",90,3090,"ou",1000868
"rate_state",90,3090,"mse",1000869
"rate_state",90,3090,"rate_state",1000870
"rate_state",91,3091,"ou",1000871
"rate_state",91,3091,"mse",1000872
"rate_state",91,3091,"rate_state",1000873
"rate_state",92,3092,"ou",1000874
"rate_state",92,3092,"mse",1000875
"rate_state",92,3092,"rate_state",1000876
"rate_state",93,3093,"ou",1000877
"rate_state",93,3093,"mse",1000878
"rate_state",93,3093,"rate_state",1000879
"rate_state",94,3094,"ou",1000880
"rate_state",94,3094,"mse",1000881
"rate_state",94,3094,"rate_state",1000882
"rate_state",95,3095,"ou",1000883
"rate_state",95,3095,"mse",1000884
"rate_state",95,3095,"rate_state",1000885
"rate_state",96,3096,"ou",1000886
"rate_state",96,3096,"mse",1000887
"rate_state",96,3096,"rate_state",1000888
"rate_state",97,3097,"ou",1000889
"rate_state",97,3097,"mse",1000890
"rate_state",97,3097,"rate_state",1000891
"rate_state",98,3098,"ou",1000892
"rate_state",98,3098,"mse",1000893
"rate_state",98,3098,"rate_state",1000894
"rate_state",99,3099,"ou",1000895
"rate_state",99,3099,"mse",1000896
"rate_state",99,3099,"rate_state",1000897
"rate_state",100,3100,"ou",1000898
"rate_state",100,3100,"mse",1000899
"rate_state",100,3100,"rate_state",1000900
