"truth_kernel","fitted_kernel","rep","posterior_mean_tv","posterior_q025_tv","posterior_q10_tv","posterior_median_tv","posterior_q90_tv","posterior_q975_tv","posterior_iqr_tv"
"mse","ou",66,0.0717794612944051,0.0669179041077556,0.068324070239414,0.0715214567251584,0.0755392084535999,0.0776750357648445,0.00377103392241962
"mse","ou",67,0.0672375925975479,0.0635471886144063,0.064315622259876,0.0668625441119233,0.0703572676049469,0.0734293599711885,0.00307926552909736
"mse","ou",68,0.0671651609011674,0.0636357684255146,0.0644030263160854,0.0668917783035706,0.0702169386677033,0.0725211948451014,0.00330787031024125
"mse","ou",69,0.070099624236323,0.0662007206844899,0.067309383672402,0.0699636447760235,0.0730905572996461,0.0745105806089099,0.0029658560251475
"mse","ou",70,0.0734920606363678,0.0664202400160107,0.0681476151160296,0.0728933771262021,0.0794427581018359,0.0844218906764693,0.00583394198816252
"mse","ou",71,0.0680943199516249,0.0643535282393172,0.0653911921346577,0.067865303323146,0.0710584820751591,0.0729380783658147,0.00316513549888818
"mse","ou",72,0.0644867208920188,0.062595465771061,0.0627200868257298,0.0638610801055847,0.0671316428405123,0.0699827541024597,0.0021418491713811
"mse","ou",73,0.069332724810214,0.0652121084373303,0.0663074106225191,0.0691068711566906,0.0726539522706181,0.0744746392520218,0.00323578822840953
"mse","ou",74,0.0770893667283519,0.0701225306292312,0.0722183954610447,0.0770496936885059,0.0824625571861287,0.0856799167780609,0.00518723308828566
"mse","ou",75,0.0741347004215328,0.0676556524116298,0.0696975336959982,0.073860412652056,0.0789908656822487,0.0821092860621538,0.00507507001236374
"mse","ou",76,0.0825603199802307,0.0693306295382575,0.0728536989725931,0.082136283522593,0.0927520347588631,0.09822549657346,0.010996592080562
"mse","ou",77,0.0647043887771485,0.0626903632933246,0.0629905335562442,0.064436108305118,0.0667354098773681,0.0686893381791388,0.00194732885600372
"mse","ou",78,0.0673307950348669,0.0636004433934892,0.0644342322804258,0.0671372568331906,0.0703448848665976,0.0724739937546492,0.00331123825433237
"mse","ou",79,0.0651592344391305,0.0626946306422417,0.063012482131943,0.0647498956958685,0.0680116849169279,0.06987500311869,0.00252311349280285
"mse","ou",80,0.0824048216228856,0.0776368095288458,0.0792854812212059,0.0823750261608479,0.0855284446448674,0.0875713180477806,0.00328102491614522
"mse","ou",81,0.0653383914206913,0.0627590102956345,0.0631171523096382,0.0648847974341906,0.0681678430938102,0.0703048990717258,0.00268257054678721
"mse","ou",82,0.0740373700210141,0.0698440330294225,0.0711669413988473,0.0739244175547237,0.0768964677558788,0.0783917557120876,0.00295171715910371
"mse","ou",83,0.0769427454871139,0.0694596736448753,0.0718287414221951,0.0766141712942389,0.082566234612891,0.0869925681499142,0.0054425711491053
"mse","ou",84,0.0738601663055625,0.0675829971585601,0.0696768741712485,0.0737139139287004,0.0782040554502493,0.0811305914031561,0.00451400868394151
"mse","ou",85,0.0691012823689231,0.0644799589773282,0.0655794725564717,0.068820248563233,0.0728015674742881,0.07603033660416,0.0038513838370508
"mse","ou",86,0.0677912709622601,0.06456856972951,0.0654045461852753,0.0676174074379501,0.0704057485081182,0.0719791680625322,0.0027039617931814
"mse","ou",87,0.0767664406855951,0.0698977926494956,0.071854203482028,0.0764145927413553,0.0822701150458225,0.0860052769075969,0.0055439698761813
